SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene	CommonName
SEQ	mus_musculus	ENSMUSP00000046658	2	158624888	158639211	1	ENSMUSG00000037761	Actr5	house_mouse
SEQ	pteropus_vampyrus	ENSPVAP00000002524	GeneScaffold_641	25468	40836	1	ENSPVAG00000002670	ACTR5	large_flying_fox
SEQ	felis_catus	ENSFCAP00000014362	A3	21289698	21319220	-1	ENSFCAG00000015488	ACTR5	domestic_cat
SEQ	nomascus_leucogenys	ENSNLEP00000007798	13	26056221	26080179	-1	ENSNLEG00000006407	ACTR5	gibbon
SEQ	echinops_telfairi	ENSETEP00000013140	GeneScaffold_1438	774	54361	1	ENSETEG00000016215	NULL	lesser_hedgehog_tenrec
SEQ	mus_spicilegus	ENSMSIP00000018236	QGOO01037359.1	2595933	2610902	-1	ENSMSIG00000015565	Actr5	steppe_mouse
SEQ	sus_scrofa	ENSSSCP00000007827	17	41702273	41724394	1	ENSSSCG00000007349	ACTR5	wild_boar
SEQ	aotus_nancymaae	ENSANAP00000001997	KZ204317.1	18257016	18289487	1	ENSANAG00000016143	ACTR5	mas_night_monkey
SEQ	mandrillus_leucophaeus	ENSMLEP00000028172	KN973541.1	2927576	2952143	-1	ENSMLEG00000038305	ACTR5	drill
SEQ	panthera_leo	ENSPLOP00000003509	B1	116885967	116913910	1	ENSPLOG00000002534	ACTR5	lion
SEQ	dasypus_novemcinctus	ENSDNOP00000009065	JH581611.1	406703	458491	1	ENSDNOG00000011694	ACTR5	nine_banded_armadillo
SEQ	procavia_capensis	ENSPCAP00000013767	GeneScaffold_1307	59600	96833	1	ENSPCAG00000014740	ACTR5	cape_rock_hyrax
SEQ	rattus_norvegicus	ENSRNOP00000036100	3	155119042	155131829	1	ENSRNOG00000023989	Actr5	norway_rat
SEQ	zalophus_californianus	ENSZCAP00015033334	8	119266731	119294513	1	ENSZCAG00015020960	ACTR5	cali_sea_lion
SEQ	moschus_moschiferus	ENSMMSP00000029082	PVHU021072394.1	6275762	6299961	-1	ENSMMSG00000021772	ACTR5	siberian_musk_deer
SEQ	canis_lupus_familiaris	ENSCAFP00000013239	24	27153314	27179191	1	ENSCAFG00000009000	ACTR5	domestic_dog
SEQ	ailuropoda_melanoleuca	ENSAMEP00000012634	GL192420.1	1433616	1462382	-1	ENSAMEG00000011986	ACTR5	giant_panda
SEQ	erinaceus_europaeus	ENSEEUP00000001255	GeneScaffold_1489	45288	64932	1	ENSEEUG00000001397	ACTR5	western_european_hedgehog
SEQ	equus_asinus_asinus	ENSEASP00005034390	PSZQ01004655.1	20618858	20640597	-1	ENSEASG00005023474	ACTR5	donkey
SEQ	canis_lupus_dingo	ENSCAFP00020015891	QKWQ01002044.1	27245554	27270464	1	ENSCAFG00020012719	ACTR5	dingo
SEQ	loxodonta_africana	ENSLAFP00000005791	scaffold_19	37944668	37966431	1	ENSLAFG00000006895	ACTR5	african_savanna_elephant
SEQ	choloepus_hoffmanni	ENSCHOP00000002040	GeneScaffold_1353	5847	28633	1	ENSCHOG00000002309	NULL	Hoffmanns_two_fingered_sloth
SEQ	cercocebus_atys	ENSCATP00000016839	KQ012663.1	33038024	33046732	1	ENSCATG00000032338	ACTR5	sooty_mangabey
SEQ	tupaia_belangeri	ENSTBEP00000009482	GeneScaffold_882	67326	98657	1	ENSTBEG00000010977	ACTR5	nothern_tree_shrew
SEQ	sorex_araneus	ENSSARP00000003179	GeneScaffold_1169	29477	43777	1	ENSSARG00000003522	ACTR5	european_shrew
SEQ	ursus_maritimus	ENSUMAP00000004226	KK498640.1	12546324	12572850	-1	ENSUMAG00000003376	ACTR5	polar_bear
SEQ	delphinapterus_leucas	ENSDLEP00000005627	ML702046.1	20862465	20884260	-1	ENSDLEG00000004209	ACTR5	beluga_whale
SEQ	cavia_aperea	ENSCAPP00000013082	AVPZ01000400.1	5359918	5380339	1	ENSCAPG00000013791	NULL	brazilian_guinea_pig
SEQ	ochotona_princeps	ENSOPRP00000012340	GeneScaffold_2058	225076	238971	1	ENSOPRG00000013529	ACTR5	american_pika
SEQ	macaca_fascicularis	ENSMFAP00000004399	10	70363111	70387592	1	ENSMFAG00000001911	ACTR5	crab_eating_macaque
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000034903	23	63911796	63933829	1	ENSCHYG00000023266	ACTR5	central_asian_red_deer
SEQ	callithrix_jacchus	ENSCJAP00000021104	NTIC01034389.1	31676811	31698947	1	ENSCJAG00000011470	ACTR5	white_tufted_ear_marmoset
SEQ	cercocebus_atys	ENSCATP00000025254	KQ012350.1	1035749	1062901	-1	ENSCATG00000036106	NULL	sooty_mangabey
SEQ	oryctolagus_cuniculus	ENSOCUP00000037141	4	1703902	1730960	-1	ENSOCUG00000006257	ACTR5	rabbit
SEQ	pan_troglodytes	ENSPTRP00000023164	20	40293879	40317847	1	ENSPTRG00000013493	ACTR5	chimpanzee
SEQ	equus_caballus	ENSECAP00000022317	22	29811014	29833704	1	ENSECAG00000024781	ACTR5	domestic_horse
SEQ	chinchilla_lanigera	ENSCLAP00000012571	JH721905.1	17991969	18024818	-1	ENSCLAG00000008698	ACTR5	long_tailed_chinchilla
SEQ	octodon_degus	ENSODEP00000021834	JH651552.1	9426079	9449416	1	ENSODEG00000016055	ACTR5	degu
SEQ	vulpes_vulpes	ENSVVUP00000041105	NBDQ01000080.1	4034639	4059684	-1	ENSVVUG00000029246	ACTR5	red_fox
SEQ	nannospalax_galili	ENSNGAP00000021949	KL203845.1	229553	252485	1	ENSNGAG00000020984	Actr5	upper_galilee_mountains_blind_mole_rat
SEQ	camelus_dromedarius	ENSCDRP00005011410	19	26808868	26826761	1	ENSCDRG00005008072	ACTR5	arabian_camel
SEQ	papio_anubis	ENSPANP00000017747	10	25540398	25565156	-1	ENSPANG00000009942	ACTR5	olive_baboon
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000027553	4	133461444	133479704	1	ENSPEMG00000023330	Actr5	prairie_deer_mouse
