SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	ursus_maritimus	ENSUMAP00000001583	AVOR01114177.1	777	2890	1	ENSUMAG00000001488	NULL
SEQ	nomascus_leucogenys	ENSNLEP00000013571	6	66068740	66074107	1	ENSNLEG00000011150	ACTC1
SEQ	felis_catus	ENSFCAP00000013045	B3	70080059	70085659	1	ENSFCAG00000014067	ACTC1
SEQ	chinchilla_lanigera	ENSCLAP00000008901	JH721876.1	2137101	2145416	-1	ENSCLAG00000006212	ACTC1
SEQ	nannospalax_galili	ENSNGAP00000000722	KL202157.1	2298888	2305019	-1	ENSNGAG00000000554	Actc1
SEQ	ochotona_princeps	ENSOPRP00000015051	GeneScaffold_3294	111579	115812	-1	ENSOPRG00000016486	ACTC1
SEQ	erinaceus_europaeus	ENSEEUP00000003544	GeneScaffold_5726	28752	31890	-1	ENSEEUG00000003913	ACTC1
SEQ	mus_musculus	ENSMUSP00000087736	2	114047282	114052887	-1	ENSMUSG00000068614	Actc1
SEQ	sus_scrofa	ENSSSCP00000056701	14	60412671	60417602	1	ENSSSCG00000010190	NULL
SEQ	rattus_norvegicus	ENSRNOP00000011773	3	105507403	105512939	-1	ENSRNOG00000008536	Actc1
SEQ	zalophus_californianus	ENSZCAP00015009901	7	77324348	77330054	-1	ENSZCAG00015006385	ACTC1
SEQ	canis_lupus_dingo	ENSCAFP00020010691	QKWQ01001293.1	37953812	37962668	1	ENSCAFG00020008136	ACTC1
SEQ	echinops_telfairi	ENSETEP00000006928	scaffold_318944	3039	6258	1	ENSETEG00000008526	ACTC1
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000009371	12	26209943	26214512	-1	ENSCHYG00000005995	ACTC1
SEQ	mandrillus_leucophaeus	ENSMLEP00000024390	KN976431.1	298933	304890	-1	ENSMLEG00000036332	ACTC1
SEQ	oryctolagus_cuniculus	ENSOCUP00000006542	17	37529471	37534005	1	ENSOCUG00000004074	ACTC1
SEQ	sorex_araneus	ENSSARP00000008478	scaffold_256238	4299	7657	1	ENSSARG00000009386	ACTC1
SEQ	panthera_pardus	ENSPPRP00000016284	KV860279.1	41467224	41478703	1	ENSPPRG00000008617	ACTC1
SEQ	macaca_fascicularis	ENSMFAP00000044609	7	11559511	11564906	-1	ENSMFAG00000039604	ACTC1
SEQ	equus_caballus	ENSECAP00000039369	1	154652327	154658140	1	ENSECAG00000013022	ACTC1
SEQ	tupaia_belangeri	ENSTBEP00000007811	GeneScaffold_2397	15040	18160	-1	ENSTBEG00000009018	NULL
SEQ	loxodonta_africana	ENSLAFP00000017882	scaffold_64	3884241	3888700	-1	ENSLAFG00000021518	ACTC1
SEQ	felis_catus	ENSFCAP00000058663	D2	19030724	19076162	1	ENSFCAG00000030433	ACTA1
SEQ	pteropus_vampyrus	ENSPVAP00000004549	GeneScaffold_2481	6594	9694	-1	ENSPVAG00000004807	ACTC1
SEQ	equus_asinus_asinus	ENSEASP00005024671	PSZQ01003353.1	7647986	7653137	1	ENSEASG00005016768	ACTC1
SEQ	canis_lupus_familiaris	ENSCAFP00000052955	30	2514838	2519382	-1	ENSCAFG00000012181	ACTC1
SEQ	dasypus_novemcinctus	ENSDNOP00000012068	JH566301.1	2052492	2058541	-1	ENSDNOG00000015570	ACTC1
SEQ	gorilla_gorilla	ENSGGOP00000011310	15	12618811	12624335	-1	ENSGGOG00000023984	ACTC1
SEQ	bison_bison_bison	ENSBBBP00000010532	KN264805.1	39061	40124	-1	ENSBBBG00000018634	NULL
SEQ	choloepus_hoffmanni	ENSCHOP00000004751	GeneScaffold_4215	15183	17132	-1	ENSCHOG00000005357	NULL
