SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	bison_bison_bison	ENSBBBP00000023524	KN265040.1	10312868	10314322	-1	ENSBBBG00000018182	NULL
SEQ	mus_musculus	ENSMUSP00000137503	1	125392906	125435547	-1	ENSMUSG00000026341	Actr3
SEQ	choloepus_hoffmanni	ENSCHOP00000002625	GeneScaffold_2270	1815	30081	1	ENSCHOG00000002963	NULL
SEQ	erinaceus_europaeus	ENSEEUP00000013837	GeneScaffold_2509	9479	67449	1	ENSEEUG00000015164	ACTR3
SEQ	oryctolagus_cuniculus	ENSOCUP00000024267	3	145016272	145019030	1	ENSOCUG00000024677	NULL
SEQ	callithrix_jacchus	ENSCJAP00000077552	NTIC01028554.1	120	986	-1	ENSCJAG00000063142	NULL
SEQ	sus_scrofa	ENSSSCP00000016650	15	20105023	20167428	1	ENSSSCG00000015710	ACTR3
SEQ	felis_catus	ENSFCAP00000012540	C1	125996058	126062787	-1	ENSFCAG00000013525	ACTR3
SEQ	zalophus_californianus	ENSZCAP00015016653	12	30830493	30832596	1	ENSZCAG00015010649	NULL
SEQ	delphinapterus_leucas	ENSDLEP00000015912	ML702122.1	95746212	95747670	1	ENSDLEG00000011686	NULL
SEQ	castor_canadensis	ENSCCNP00000000851	MTKA01014337.1	150304	151770	1	ENSCCNG00000000961	NULL
SEQ	gorilla_gorilla	ENSGGOP00000025781	2B	2546905	2616909	1	ENSGGOG00000011346	ACTR3
SEQ	panthera_pardus	ENSPPRP00000009584	KV860273.1	746853	784835	-1	ENSPPRG00000004002	ACTR3
SEQ	canis_lupus_familiaris	ENSCAFP00000042830	19	35098639	35169724	-1	ENSCAFG00000004985	ACTR3
SEQ	carlito_syrichta	ENSTSYP00000021322	KE938068.1	80290	81839	1	ENSTSYG00000014386	NULL
SEQ	nannospalax_galili	ENSNGAP00000009044	KL201071.1	2491555	2531936	-1	ENSNGAG00000011850	Actr3
