SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	echinops_telfairi	ENSETEP00000012992	GeneScaffold_6998	218815	227385	-1	ENSETEG00000016017	ACTA2
SEQ	lynx_canadensis	ENSLCNP00005016256	A3	89735393	89758277	1	ENSLCNG00005010723	ACTG2
SEQ	octodon_degus	ENSODEP00000013983	JH651573.1	5218961	5241351	1	ENSODEG00000010332	ACTG2
SEQ	choloepus_hoffmanni	ENSCHOP00000010767	GeneScaffold_5429	4962	13873	1	ENSCHOG00000012179	ACTG2
SEQ	pan_troglodytes	ENSPTRP00000084164	2A	75371765	75391077	1	ENSPTRG00000047394	ACTG2
SEQ	camelus_dromedarius	ENSCDRP00005008344	15	56127204	56151879	-1	ENSCDRG00005005885	ACTG2
SEQ	vulpes_vulpes	ENSVVUP00000006092	NBDQ01000017.1	15963325	16010017	-1	ENSVVUG00000004752	ACTG2
SEQ	rattus_norvegicus	ENSRNOP00000050322	4	115215060	115239723	-1	ENSRNOG00000029401	Actg2
SEQ	loxodonta_africana	ENSLAFP00000010557	scaffold_27	25940369	25953700	1	ENSLAFG00000012628	ACTG2
SEQ	equus_asinus_asinus	ENSEASP00005020022	PSZQ01002591.1	82811	96617	1	ENSEASG00005013823	ACTG2
SEQ	erinaceus_europaeus	ENSEEUP00000013831	GeneScaffold_1964	4184	27199	-1	ENSEEUG00000015162	ACTA2
SEQ	sorex_araneus	ENSSARP00000011230	GeneScaffold_4854	131	42602	1	ENSSARG00000012435	NULL
SEQ	papio_anubis	ENSPANP00000029746	9	81419414	81432851	-1	ENSPANG00000021748	ACTA2
SEQ	oryctolagus_cuniculus	ENSOCUP00000007086	18	36853674	36870923	-1	ENSOCUG00000008193	ACTA2
SEQ	tupaia_belangeri	ENSTBEP00000012833	GeneScaffold_2942	221572	231233	1	ENSTBEG00000014800	ACTG2
SEQ	mus_musculus	ENSMUSP00000074658	6	83512905	83536265	-1	ENSMUSG00000059430	Actg2
SEQ	equus_caballus	ENSECAP00000034914	15	30114473	30133893	-1	ENSECAG00000018853	ACTG2
SEQ	rattus_norvegicus	ENSRNOP00000073101	1	252537615	252550394	-1	ENSRNOG00000058039	Acta2
SEQ	ochotona_princeps	ENSOPRP00000005279	GeneScaffold_4783	277497	292046	1	ENSOPRG00000005748	ACTG2
SEQ	dasypus_novemcinctus	ENSDNOP00000025628	JH581339.1	241731	261568	1	ENSDNOG00000040869	ACTG2
SEQ	nannospalax_galili	ENSNGAP00000018652	KL204460.1	237580	259883	-1	ENSNGAG00000018721	Actg2
SEQ	camelus_dromedarius	ENSCDRP00005009977	11	35023167	35039366	1	ENSCDRG00005007102	ACTA2
SEQ	nannospalax_galili	ENSNGAP00000019670	KL201589.1	429074	444262	1	ENSNGAG00000019417	Acta2
SEQ	procavia_capensis	ENSPCAP00000014579	scaffold_21024	5533	18676	-1	ENSPCAG00000015606	ACTG2
SEQ	carlito_syrichta	ENSTSYP00000011225	KE942779.1	583017	612291	-1	ENSTSYG00000012242	NULL
SEQ	chinchilla_lanigera	ENSCLAP00000018203	JH721884.1	11779597	11802446	-1	ENSCLAG00000012485	ACTG2
SEQ	pteropus_vampyrus	ENSPVAP00000006880	GeneScaffold_2601	4004	17271	1	ENSPVAG00000007293	ACTG2
SEQ	nomascus_leucogenys	ENSNLEP00000026074	14	59237090	59265901	1	ENSNLEG00000000312	ACTG2
SEQ	callithrix_jacchus	ENSCJAP00000010246	NTIC01004446.1	71082904	71131551	-1	ENSCJAG00000005576	ACTA2
SEQ	moschus_moschiferus	ENSMMSP00000016626	PVHU020005314.1	8172005	8196682	1	ENSMMSG00000012650	ACTG2
SEQ	castor_canadensis	ENSCCNP00000024907	MTKA01001359.1	108190	125697	-1	ENSCCNG00000024369	Actg2
SEQ	cavia_aperea	ENSCAPP00000007955	AVPZ01000311.1	15218606	15232535	-1	ENSCAPG00000009744	ACTG2
SEQ	equus_asinus_asinus	ENSEASP00005017724	PSZQ01004632.1	398924	411484	1	ENSEASG00005011763	ACTA2
SEQ	mus_musculus	ENSMUSP00000048218	19	34241090	34255590	-1	ENSMUSG00000035783	Acta2
SEQ	canis_lupus_familiaris	ENSCAFP00000061973	26	38700542	38711486	-1	ENSCAFG00000015708	ACTA2
SEQ	sus_scrofa	ENSSSCP00000055602	3	69096782	69111937	-1	ENSSSCG00000008294	ACTG2
SEQ	canis_lupus_dingo	ENSCAFP00020033573	QKWQ01001884.1	259892	270366	1	ENSCAFG00020026066	ACTA2
SEQ	nomascus_leucogenys	ENSNLEP00000014883	3	45505949	45519500	1	ENSNLEG00000012233	ACTA2
SEQ	ursus_maritimus	ENSUMAP00000016877	KK498582.1	14228522	14241125	-1	ENSUMAG00000012394	ACTA2
SEQ	gorilla_gorilla	ENSGGOP00000038877	2A	32932135	32959028	-1	ENSGGOG00000004001	ACTG2
SEQ	procavia_capensis	ENSPCAP00000006512	scaffold_1202	58725	71661	-1	ENSPCAG00000006986	ACTA2
SEQ	delphinapterus_leucas	ENSDLEP00000030680	ML702075.1	37155049	37172428	1	ENSDLEG00000021829	ACTA2
SEQ	choloepus_hoffmanni	ENSCHOP00000000674	GeneScaffold_6825	5350	18335	-1	ENSCHOG00000000759	ACTA2
SEQ	cercocebus_atys	ENSCATP00000045779	KQ010761.1	99485	134686	1	ENSCATG00000045247	ACTG2
SEQ	cavia_aperea	ENSCAPP00000017498	AVPZ01000067.1	1490035	1501899	-1	ENSCAPG00000017116	ACTA2
SEQ	gorilla_gorilla	ENSGGOP00000032597	10	103270206	103284045	-1	ENSGGOG00000013421	ACTA2
SEQ	moschus_moschiferus	ENSMMSP00000016211	PVHU021072353.1	9198595	9215407	1	ENSMMSG00000012340	ACTA2
SEQ	macaca_fascicularis	ENSMFAP00000006183	9	87494731	87508156	-1	ENSMFAG00000000205	ACTA2
SEQ	ochotona_princeps	ENSOPRP00000013732	GeneScaffold_4504	229695	241596	-1	ENSOPRG00000015041	ACTA2
SEQ	mus_spicilegus	ENSMSIP00000006103	QGOO01037028.1	408481	422363	-1	ENSMSIG00000005474	Acta2
SEQ	aotus_nancymaae	ENSANAP00000016104	KZ208171.1	5680433	5693907	1	ENSANAG00000025886	ACTA2
SEQ	ailuropoda_melanoleuca	ENSAMEP00000018371	GL192830.1	993489	1008492	-1	ENSAMEG00000017382	ACTG2
SEQ	dasypus_novemcinctus	ENSDNOP00000005207	JH569201.1	1568056	1583794	-1	ENSDNOG00000006719	ACTA2
SEQ	macaca_fascicularis	ENSMFAP00000033379	13	36021488	36048635	-1	ENSMFAG00000003169	ACTG2
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000040471	15	56784173	56801693	-1	ENSCHYG00000026817	ACTA2
SEQ	ursus_maritimus	ENSUMAP00000000781	KK498653.1	29756847	29776708	1	ENSUMAG00000000842	ACTG2
SEQ	vulpes_vulpes	ENSVVUP00000031241	NBDQ01000106.1	298809	313239	1	ENSVVUG00000022768	ACTA2
SEQ	felis_catus	ENSFCAP00000011225	A3	92661150	92684709	1	ENSFCAG00000012098	ACTG2
SEQ	pan_troglodytes	ENSPTRP00000074937	10	90170664	90184495	-1	ENSPTRG00000048353	ACTA2
SEQ	castor_canadensis	ENSCCNP00000010569	MTKA01001760.1	116258	128634	1	ENSCCNG00000011029	Acta2
SEQ	equus_caballus	ENSECAP00000023220	1	39699413	39712060	1	ENSECAG00000015145	ACTA2
SEQ	mandrillus_leucophaeus	ENSMLEP00000036122	KN974274.1	3310195	3337318	1	ENSMLEG00000042164	ACTG2
SEQ	carlito_syrichta	ENSTSYP00000031723	KE939375.1	68126	82290	1	ENSTSYG00000008155	ACTA2
SEQ	papio_anubis	ENSPANP00000018371	13	73082289	73101284	1	ENSPANG00000008205	ACTG2
SEQ	mandrillus_leucophaeus	ENSMLEP00000023656	KN973157.1	103114	116535	1	ENSMLEG00000035943	ACTA2
SEQ	zalophus_californianus	ENSZCAP00015013984	8	49913131	49938125	-1	ENSZCAG00015008957	ACTG2
SEQ	delphinapterus_leucas	ENSDLEP00000028975	ML702071.1	194863	219249	1	ENSDLEG00000020703	ACTG2
SEQ	felis_catus	ENSFCAP00000006664	D2	8582612	8601057	-1	ENSFCAG00000007186	ACTA2
SEQ	octodon_degus	ENSODEP00000007426	JH651561.1	13096831	13114203	1	ENSODEG00000005541	ACTA2
SEQ	sus_scrofa	ENSSSCP00000011135	14	100867733	100883883	-1	ENSSSCG00000010447	ACTA2
SEQ	canis_lupus_dingo	ENSCAFP00020017194	QKWQ01001382.1	14975904	14990848	1	ENSCAFG00020013771	ACTG2
SEQ	erinaceus_europaeus	ENSEEUP00000002583	GeneScaffold_5966	46754	62706	1	ENSEEUG00000002832	ACTG2
SEQ	aotus_nancymaae	ENSANAP00000041861	KZ199598.1	121320	139272	1	ENSANAG00000038195	ACTG2
SEQ	carlito_syrichta	ENSTSYP00000025025	KE936388.1	122714	123833	-1	ENSTSYG00000032975	NULL
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000016216	3	97812791	97820327	-1	ENSPEMG00000015513	Actg2
SEQ	echinops_telfairi	ENSETEP00000005452	GeneScaffold_5824	66609	75689	1	ENSETEG00000006715	ACTG2
SEQ	carlito_syrichta	ENSTSYP00000032766	KE940549.1	17967	19784	-1	ENSTSYG00000026786	NULL
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000015273	11	12826003	12891769	-1	ENSCHYG00000010088	ACTG2
SEQ	oryctolagus_cuniculus	ENSOCUP00000003176	2	112583262	112603850	-1	ENSOCUG00000003663	ACTG2
SEQ	panthera_pardus	ENSPPRP00000016361	KV860272.1	32622020	32648069	1	ENSPPRG00000008672	ACTG2
