SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene	CommonName
SEQ	nannospalax_galili	ENSNGAP00000013284	KL204137.1	237400	263155	-1	ENSNGAG00000014912	Actr6	upper_galilee_mountains_blind_mole_rat
SEQ	mandrillus_leucophaeus	ENSMLEP00000040359	KN976340.1	206557	230383	-1	ENSMLEG00000044194	ACTR6	drill
SEQ	ailuropoda_melanoleuca	ENSAMEP00000016151	GL193868.1	349900	377314	-1	ENSAMEG00000015315	ACTR6	giant_panda
SEQ	equus_asinus_asinus	ENSEASP00005029281	PSZQ01002222.1	17628436	17646530	1	ENSEASG00005019911	ACTR6	donkey
SEQ	papio_anubis	ENSPANP00000008412	11	100139959	100166637	1	ENSPANG00000007907	ACTR6	olive_baboon
SEQ	aotus_nancymaae	ENSANAP00000018799	KZ202524.1	21787532	21811860	-1	ENSANAG00000027199	ACTR6	mas_night_monkey
SEQ	cavia_aperea	ENSCAPP00000018395	AVPZ01001000.1	2223165	2236720	-1	ENSCAPG00000017802	ACTR6	brazilian_guinea_pig
SEQ	choloepus_hoffmanni	ENSCHOP00000009497	GeneScaffold_1996	65917	86223	1	ENSCHOG00000010722	ACTR6	Hoffmanns_two_fingered_sloth
SEQ	tupaia_belangeri	ENSTBEP00000011690	GeneScaffold_1358	4608	20310	1	ENSTBEG00000013497	NULL	nothern_tree_shrew
SEQ	dasypus_novemcinctus	ENSDNOP00000024285	JH570141.1	1643689	1646975	-1	ENSDNOG00000031633	NULL	nine_banded_armadillo
SEQ	bison_bison_bison	ENSBBBP00000001392	KN265056.1	975472	978113	1	ENSBBBG00000010477	NULL	american_bison
SEQ	erinaceus_europaeus	ENSEEUP00000013230	GeneScaffold_782	5077	31351	1	ENSEEUG00000014498	ACTR6	western_european_hedgehog
SEQ	loxodonta_africana	ENSLAFP00000000849	scaffold_2	95397936	95417568	1	ENSLAFG00000001011	ACTR6	african_savanna_elephant
SEQ	rattus_norvegicus	ENSRNOP00000010414	7	30377360	30397930	-1	ENSRNOG00000007875	Actr6	norway_rat
SEQ	vulpes_vulpes	ENSVVUP00000025287	NBDQ01000096.1	3644054	3668290	-1	ENSVVUG00000018549	ACTR6	red_fox
SEQ	felis_catus	ENSFCAP00000049307	B4	123024521	123051440	1	ENSFCAG00000025056	ACTR6	domestic_cat
SEQ	panthera_pardus	ENSPPRP00000016630	KV860285.1	11099699	11127768	1	ENSPPRG00000008867	ACTR6	leopard
SEQ	canis_lupus_familiaris	ENSCAFP00000010022	15	39312486	39341666	1	ENSCAFG00000006719	ACTR6	domestic_dog
SEQ	lynx_canadensis	ENSLCNP00005008131	B4	120270848	120298112	1	ENSLCNG00005005342	ACTR6	canadian_lynx
SEQ	octodon_degus	ENSODEP00000014390	JH651519.1	28767555	28775015	1	ENSODEG00000010649	NULL	degu
SEQ	macaca_fascicularis	ENSMFAP00000003218	11	103975484	103999964	1	ENSMFAG00000040575	ACTR6	crab_eating_macaque
SEQ	sus_scrofa	ENSSSCP00000000943	5	83908884	83929054	-1	ENSSSCG00000025682	ACTR6	wild_boar
SEQ	chinchilla_lanigera	ENSCLAP00000011424	JH721865.1	35942690	35962422	1	ENSCLAG00000007878	ACTR6	long_tailed_chinchilla
SEQ	canis_lupus_dingo	ENSCAFP00020031034	QKWQ01001620.1	22095808	22119549	1	ENSCAFG00020024231	ACTR6	dingo
SEQ	pteropus_vampyrus	ENSPVAP00000005580	GeneScaffold_359	1030136	1047862	1	ENSPVAG00000005898	ACTR6	large_flying_fox
SEQ	zalophus_californianus	ENSZCAP00015025445	9	21431919	21457508	-1	ENSZCAG00015016163	ACTR6	cali_sea_lion
SEQ	echinops_telfairi	ENSETEP00000009744	GeneScaffold_725	1619	23401	1	ENSETEG00000012001	ACTR6	lesser_hedgehog_tenrec
SEQ	panthera_leo	ENSPLOP00000021212	C1	118175124	118201960	1	ENSPLOG00000015509	ACTR6	lion
SEQ	mus_spicilegus	ENSMSIP00000020248	QGOO01037038.1	228535	249171	1	ENSMSIG00000017172	Actr6	steppe_mouse
SEQ	mus_musculus	ENSMUSP00000020109	10	89711971	89732295	-1	ENSMUSG00000019948	Actr6	house_mouse
SEQ	equus_caballus	ENSECAP00000014910	28	25368242	25386691	1	ENSECAG00000017041	ACTR6	domestic_horse
SEQ	cercocebus_atys	ENSCATP00000023086	KQ011983.1	13124118	13148764	-1	ENSCATG00000035115	ACTR6	sooty_mangabey
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000033622	22	5182444	5205576	1	ENSCHYG00000022511	ACTR6	central_asian_red_deer
SEQ	procavia_capensis	ENSPCAP00000001929	scaffold_18995	4169	26214	1	ENSPCAG00000002048	ACTR6	cape_rock_hyrax
SEQ	nomascus_leucogenys	ENSNLEP00000047032	10	5173186	5196832	-1	ENSNLEG00000028538	ACTR6	gibbon
SEQ	octodon_degus	ENSODEP00000013350	JH651631.1	6254351	6255559	-1	ENSODEG00000009874	NULL	degu
SEQ	octodon_degus	ENSODEP00000008323	JH651642.1	4844443	4845743	1	ENSODEG00000006205	NULL	degu
SEQ	sorex_araneus	ENSSARP00000008440	GeneScaffold_5247	10708	91702	1	ENSSARG00000009315	ACTR6	european_shrew
SEQ	carlito_syrichta	ENSTSYP00000009005	KE943262.1	276606	312629	1	ENSTSYG00000009834	ACTR6	philippine_tarsier
SEQ	delphinapterus_leucas	ENSDLEP00000016134	ML702055.1	5412321	5446486	1	ENSDLEG00000011851	ACTR6	beluga_whale
SEQ	moschus_moschiferus	ENSMMSP00000031767	PVHU021072463.1	2852417	2870888	-1	ENSMMSG00000023566	ACTR6	siberian_musk_deer
SEQ	ursus_maritimus	ENSUMAP00000001758	KK498718.1	11678655	11702359	-1	ENSUMAG00000001633	ACTR6	polar_bear
SEQ	gorilla_gorilla	ENSGGOP00000000842	12	99991796	100016791	1	ENSGGOG00000000854	ACTR6	gorilla
SEQ	oryctolagus_cuniculus	ENSOCUP00000000124	4	79456014	79478309	1	ENSOCUG00000000141	ACTR6	rabbit
SEQ	pan_troglodytes	ENSPTRP00000009079	12	102988474	103012221	1	ENSPTRG00000005341	ACTR6	chimpanzee
SEQ	callithrix_jacchus	ENSCJAP00000003995	NTIC01000002.1	31534916	31557369	-1	ENSCJAG00000002192	ACTR6	white_tufted_ear_marmoset
SEQ	ochotona_princeps	ENSOPRP00000006753	scaffold_10727	35004	40178	1	ENSOPRG00000007378	ACTR6	american_pika
SEQ	camelus_dromedarius	ENSCDRP00005025491	12	31093961	31111039	-1	ENSCDRG00005017579	ACTR6	arabian_camel
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000005369	18	7429131	7451157	-1	ENSPEMG00000007827	Actr6	prairie_deer_mouse
SEQ	castor_canadensis	ENSCCNP00000001212	MTKA01003852.1	20276	41236	-1	ENSCCNG00000001286	Actr6	american_beaver
SEQ	bison_bison_bison	ENSBBBP00000007690	KN265211.1	4058090	4077246	1	ENSBBBG00000015721	ACTR6	american_bison
