SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	cricetulus_griseus_crigri	ENSCGRP00000005645	JH000029.1	2786646	2841112	1	ENSCGRG00000004136	Fam135a
SEQ	loxodonta_africana	ENSLAFP00000013074	scaffold_0	95415538	95520258	-1	ENSLAFG00000015601	FAM135A
SEQ	mus_spicilegus	ENSMSIP00000034527	QGOO01037452.1	1066172	1142969	-1	ENSMSIG00000028791	Fam135a
SEQ	xiphophorus_maculatus	ENSXMAP00000036186	22	11328821	11341329	-1	ENSXMAG00000009591	fam135a
SEQ	varanus_komodoensis	ENSVKKP00000029084	SJPD01000015.1	6473950	6547883	1	ENSVKKG00000018726	FAM135A
SEQ	salmo_salar	ENSSSAP00000002460	ssa01	116843999	116846717	1	ENSSSAG00000001280	NULL
SEQ	oncorhynchus_mykiss	ENSOMYP00000076090	MSJN01009058.1	6702	11893	1	ENSOMYG00000035192	NULL
SEQ	balaenoptera_musculus	ENSBMSP00010030698	12	84505593	84610041	-1	ENSBMSG00010022183	FAM135A
SEQ	athene_cunicularia	ENSACUP00000021307	QEEU01000003.1	32217997	32296530	1	ENSACUG00000014234	FAM135A
SEQ	clupea_harengus	ENSCHAP00000022047	13	4722577	4747048	1	ENSCHAG00000010730	fam135a
SEQ	salmo_trutta	ENSSTUP00000051083	5	4215501	4266410	1	ENSSTUG00000021273	fam135a
SEQ	lepisosteus_oculatus	ENSLOCP00000021127	LG16	20937637	20976786	1	ENSLOCG00000017093	fam135a
SEQ	pundamilia_nyererei	ENSPNYP00000025530	JH419278.1	1685043	1698736	-1	ENSPNYG00000019229	fam135a
SEQ	crocodylus_porosus	ENSCPRP00005018659	MDVP01000039.1	55635880	55755574	1	ENSCPRG00005013041	FAM135A
SEQ	cyprinus_carpio_germanmirror	ENSCCRP00010052293	SAUK01000105.1	1292726	1311098	1	ENSCCRG00010022153	fam135a
SEQ	takifugu_rubripes	ENSTRUP00000062206	4	14034640	14044401	1	ENSTRUG00000016258	fam135a
SEQ	cyprinus_carpio_germanmirror	ENSCCRP00010075434	SAUK01001967.1	4356	11314	1	ENSCCRG00010032851	fam135a
SEQ	mola_mola	ENSMMOP00000010078	KV751325.1	13771584	13784678	1	ENSMMOG00000007785	fam135a
SEQ	astyanax_mexicanus_pachon	ENSAMXP00005003302	KB878018.1	647	2492	1	ENSAMXG00005002094	NULL
SEQ	sus_scrofa	ENSSSCP00000004617	1	50579715	50716188	1	ENSSSCG00000004275	FAM135A
SEQ	monopterus_albus	ENSMALP00000003807	KV884748.1	1062633	1081359	1	ENSMALG00000002801	fam135a
SEQ	oncorhynchus_mykiss	ENSOMYP00000054572	MSJN01044846.1	8768	19432	-1	ENSOMYG00000025105	NULL
SEQ	chrysemys_picta_bellii	ENSCPBP00000034411	3	70625189	70774889	-1	ENSCPBG00000023994	FAM135A
SEQ	larimichthys_crocea	ENSLCRP00005021641	III	13598742	13612391	-1	ENSLCRG00005008746	fam135a
SEQ	cyclopterus_lumpus	ENSCLMP00005039037	15	11346006	11361050	-1	ENSCLMG00005018459	fam135a
SEQ	latimeria_chalumnae	ENSLACP00000023265	JH126852.1	40441	206581	1	ENSLACG00000004952	FAM135A
SEQ	astatotilapia_calliptera	ENSACLP00000002978	13	11657353	11673143	-1	ENSACLG00000002041	fam135a
SEQ	anser_brachyrhynchus	ENSABRP00000002924	NXHY01000071.1	2348660	2417363	-1	ENSABRG00000002827	FAM135A
SEQ	microtus_ochrogaster	ENSMOCP00000021700	LG2	11966488	12022421	-1	ENSMOCG00000018950	Fam135a
SEQ	sphenodon_punctatus	ENSSPUP00000020475	QEPC01001041.1	4439461	4657266	1	ENSSPUG00000015700	FAM135A
SEQ	panthera_tigris_altaica	ENSPTIP00000023269	KE721922.1	2834232	2952729	1	ENSPTIG00000019739	FAM135A
SEQ	cyprinus_carpio	ENSCCRP00000061201	26	8956193	8994508	-1	ENSCCRG00000032891	fam135a
SEQ	labrus_bergylta	ENSLBEP00000015907	FKLU01000052.1	1050180	1064635	-1	ENSLBEG00000012293	fam135a
SEQ	serinus_canaria	ENSSCAP00000010678	HG009210.1	39937436	40002465	-1	ENSSCAG00000008058	FAM135A
SEQ	oreochromis_aureus	ENSOABP00000039713	VASH01006497.1	230993	247326	-1	ENSOABG00000018050	fam135a
SEQ	sinocyclocheilus_rhinocerous	ENSSRHP00000030903	LAVF01S004837.1	1504472	1526845	1	ENSSRHG00000015415	fam135a
SEQ	nothoprocta_perdicaria	ENSNPEP00000013130	PTEW01000075.1	1159143	1204981	1	ENSNPEG00000009805	FAM135A
SEQ	xenopus_tropicalis	ENSXETP00000098977	9	3242724	3251373	1	ENSXETG00000037252	nckap1l
SEQ	cyprinus_carpio_huanghe	ENSCCRP00015064348	SAUI01033678.1	1617338	1634569	-1	ENSCCRG00015025823	fam135a
