SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene	CommonName
SEQ	bison_bison_bison	ENSBBBP00000023524	KN265040.1	10312868	10314322	-1	ENSBBBG00000018182	NULL	american_bison
SEQ	mus_musculus	ENSMUSP00000137503	1	125392906	125435547	-1	ENSMUSG00000026341	Actr3	house_mouse
SEQ	choloepus_hoffmanni	ENSCHOP00000002625	GeneScaffold_2270	1815	30081	1	ENSCHOG00000002963	NULL	Hoffmanns_two_fingered_sloth
SEQ	erinaceus_europaeus	ENSEEUP00000013837	GeneScaffold_2509	9479	67449	1	ENSEEUG00000015164	ACTR3	western_european_hedgehog
SEQ	oryctolagus_cuniculus	ENSOCUP00000024267	3	145016272	145019030	1	ENSOCUG00000024677	NULL	rabbit
SEQ	callithrix_jacchus	ENSCJAP00000077552	NTIC01028554.1	120	986	-1	ENSCJAG00000063142	NULL	white_tufted_ear_marmoset
SEQ	sus_scrofa	ENSSSCP00000016650	15	20105023	20167428	1	ENSSSCG00000015710	ACTR3	wild_boar
SEQ	felis_catus	ENSFCAP00000012540	C1	125996058	126062787	-1	ENSFCAG00000013525	ACTR3	domestic_cat
SEQ	zalophus_californianus	ENSZCAP00015016653	12	30830493	30832596	1	ENSZCAG00015010649	NULL	cali_sea_lion
SEQ	delphinapterus_leucas	ENSDLEP00000015912	ML702122.1	95746212	95747670	1	ENSDLEG00000011686	NULL	beluga_whale
SEQ	castor_canadensis	ENSCCNP00000000851	MTKA01014337.1	150304	151770	1	ENSCCNG00000000961	NULL	american_beaver
SEQ	gorilla_gorilla	ENSGGOP00000025781	2B	2546905	2616909	1	ENSGGOG00000011346	ACTR3	gorilla
SEQ	panthera_pardus	ENSPPRP00000009584	KV860273.1	746853	784835	-1	ENSPPRG00000004002	ACTR3	leopard
SEQ	canis_lupus_familiaris	ENSCAFP00000042830	19	35098639	35169724	-1	ENSCAFG00000004985	ACTR3	domestic_dog
SEQ	carlito_syrichta	ENSTSYP00000021322	KE938068.1	80290	81839	1	ENSTSYG00000014386	NULL	philippine_tarsier
SEQ	nannospalax_galili	ENSNGAP00000009044	KL201071.1	2491555	2531936	-1	ENSNGAG00000011850	Actr3	upper_galilee_mountains_blind_mole_rat
SEQ	octodon_degus	ENSODEP00000009023	JH651529.1	17905211	17967057	-1	ENSODEG00000006746	NULL	degu
SEQ	equus_asinus_asinus	ENSEASP00005010559	PSZQ01006875.1	6591062	6645873	1	ENSEASG00005007495	ACTR3	donkey
SEQ	ochotona_princeps	ENSOPRP00000008427	GeneScaffold_1348	96611	163725	1	ENSOPRG00000009211	ACTR3	american_pika
SEQ	macaca_fascicularis	ENSMFAP00000041987	12	18300214	18376214	-1	ENSMFAG00000041594	ACTR3	crab_eating_macaque
SEQ	dasypus_novemcinctus	ENSDNOP00000007852	JH582166.1	35617	104647	-1	ENSDNOG00000010136	ACTR3	nine_banded_armadillo
SEQ	callithrix_jacchus	ENSCJAP00000025976	NTIC01035500.1	92193814	92241490	1	ENSCJAG00000014091	NULL	white_tufted_ear_marmoset
SEQ	procavia_capensis	ENSPCAP00000006049	GeneScaffold_2153	14592	75288	1	ENSPCAG00000006505	ACTR3	cape_rock_hyrax
SEQ	carlito_syrichta	ENSTSYP00000002578	KE941353.1	388413	438290	1	ENSTSYG00000002818	NULL	philippine_tarsier
SEQ	octodon_degus	ENSODEP00000021276	JH651516.1	16720907	16722110	1	ENSODEG00000015661	NULL	degu
SEQ	tupaia_belangeri	ENSTBEP00000011093	GeneScaffold_1532	60375	140452	1	ENSTBEG00000012805	NULL	nothern_tree_shrew
SEQ	zalophus_californianus	ENSZCAP00015012150	7	68074916	68077164	-1	ENSZCAG00015007881	NULL	cali_sea_lion
SEQ	vulpes_vulpes	ENSVVUP00000008131	NBDQ01000114.1	3085360	3141689	-1	ENSVVUG00000006155	ACTR3	red_fox
SEQ	chinchilla_lanigera	ENSCLAP00000008126	JH721919.1	15216914	15284013	-1	ENSCLAG00000005698	ACTR3	long_tailed_chinchilla
SEQ	zalophus_californianus	ENSZCAP00015006582	3	99028082	99087324	-1	ENSZCAG00015004172	NULL	cali_sea_lion
SEQ	delphinapterus_leucas	ENSDLEP00000020371	ML702082.1	2373251	2374172	-1	ENSDLEG00000014824	NULL	beluga_whale
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000025806	20	111175603	111176859	-1	ENSCHYG00000017305	NULL	central_asian_red_deer
SEQ	echinops_telfairi	ENSETEP00000010315	GeneScaffold_2449	5895	66835	1	ENSETEG00000012720	ACTR3	lesser_hedgehog_tenrec
SEQ	panthera_leo	ENSPLOP00000010904	C2	97379484	97457192	1	ENSPLOG00000007973	ACTR3	lion
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000029221	33	61773745	61822938	1	ENSCHYG00000019486	NULL	central_asian_red_deer
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000028199	14	68117663	68119435	-1	ENSCHYG00000018823	NULL	central_asian_red_deer
